RespId,weight_PID,complete_status,Q1_1,Q1_2,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_7,Q3_8,Q4,Q5,QPID,PPWORKA,ABCAGE,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppemploy,ppt18ov,ppkid017,xspanish,xparty4,xurbanicity,Contact
260840200,1.2159,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Disapprove,Neither,Worse than you expected,An independent,Employed full-time (by someone else),30-49,42,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Female,3,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,New York,Working full-time,2,1,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840201,1.1286,qualified,Favorable,Unfavorable,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,Better than you expected,An independent,Self-employed,30-49,48,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Divorced,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,New York,Working full-time,1,1,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840202,.6633,qualified,Unfavorable,Unfavorable,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Employed part-time (by someone else),50-64,60,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Non-Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,Pennsylvania,Working full-time,2,0,English,Democrat,Rural,"No, I am not willing to be interviewed"
260840203,.6582,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,A Republican,Retired,65+,70,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Divorced,Metro,West,Mountain,Owned or being bought by you or someone in your household,New Mexico,Not working,1,0,English,Republican,Rural,"No, I am not willing to be interviewed"
260840204,.5496,qualified,Unfavorable,Don’t know,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Neither,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Retired,50-64,63,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Maryland,Not working,2,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840205,1.2595,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,A Republican,Homemaker,30-49,48,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,3,"Other (mobile home, boat, RV, van, etc.)","$10,000 to $24,999",Widowed,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Georgia,Not working,2,1,English,Republican,Suburban,"Yes, I am willing to be interviewed"
260840206,.9019,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Donald Trump,Better than you expected,An independent,Retired,65+,86,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,1,A one-family house detached from any other house,"$25,000 to $49,999",Widowed,Metro,West,Pacific,Owned or being bought by you or someone in your household,California,Not working,1,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840207,1.2714,qualified,Unfavorable,Unfavorable,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,The same as you expected,A Republican,Employed full-time (by someone else),30-49,40,Bachelors degree or higher,Master’s degree or above,"Black, Non-Hispanic",Female,1,One-family condo or townhouse attached to other units,"$100,000 to $149,999",Now Married,Metro,South,East South Central,Rented for cash,Kentucky,Working full-time,1,0,English,Republican,Urban,"Yes, I am willing to be interviewed"
260840208,1.0083,qualified,No opinion,Unfavorable,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Joe Biden,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed full-time (by someone else),30-49,43,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$25,000 to $49,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Maryland,Working full-time,1,1,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840209,1.0648,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,A Republican,Retired,65+,67,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,1,Building with 2 or more apartments,"$10,000 to $24,999",Divorced,Metro,South,South Atlantic,Rented for cash,Maryland,Not working,1,0,English,Something else,Suburban,"No, I am not willing to be interviewed"
260840210,.4841,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),65+,66,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,3,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Florida,Working full-time,2,1,English,Democrat,Suburban,"Yes, I am willing to be interviewed"
260840211,.7224,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,A Republican,Employed full-time (by someone else),50-64,63,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,NorthEast,New England,Owned or being bought by you or someone in your household,New Hampshire,Working full-time,2,0,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840212,.716,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,A Republican,Retired,65+,72,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$25,000 to $49,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,South Carolina,Not working,2,0,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840213,.7879,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",A Republican,Employed full-time (by someone else),50-64,57,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Ohio,Working full-time,2,0,English,Republican,Suburban,"Yes, I am willing to be interviewed"
260840214,.586,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Retired,65+,76,Some college,Some college or Associate degree,Hispanic,Male,1,A one-family house detached from any other house,"$75,000 to $99,999",Widowed,Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Not working,1,0,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840215,1.1177,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,An independent,Employed full-time (by someone else),30-49,45,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,A one-family house detached from any other house,"$50,000 to $74,999",Never married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Wisconsin,Working full-time,1,0,English,Independent,Urban,"No, I am not willing to be interviewed"
260840216,.7391,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Employed full-time (by someone else),30-49,33,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Female,4,A one-family house detached from any other house,"$50,000 to $74,999",Now Married,Non-Metro,South,West South Central,Rented for cash,Oklahoma,Working full-time,2,2,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840217,1.6259,qualified,No opinion,Unfavorable,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Neither,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed full-time (by someone else),18-29,29,High school,High school graduate (high school diploma or the equivalent GED),Hispanic,Male,2,A one-family house detached from any other house,"$25,000 to $49,999",Never married,Metro,South,West South Central,Rented for cash,Texas,Working full-time,2,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840218,1.1199,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Retired,65+,75,Less than high school,No high school diploma or GED,Hispanic,Male,4,Building with 2 or more apartments,"$10,000 to $24,999",Now Married,Metro,NorthEast,Middle Atlantic,Rented for cash,New York,Not working,3,1,Spanish,Democrat,Urban,"Yes, I am willing to be interviewed"
260840219,.7586,qualified,Favorable,Unfavorable,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Joe Biden,Better than you expected,A Republican,Employed full-time (by someone else),30-49,48,Bachelors degree or higher,Bachelor’s degree,"Other, Non-Hispanic",Male,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Maryland,Working full-time,2,0,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840220,.8169,qualified,Unfavorable,No opinion,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Neither,The same as you expected,An independent,Retired,65+,75,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Florida,Not working,2,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840221,.8699,qualified,Favorable,No opinion,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Both equally,The same as you expected,A Democrat,Homemaker,30-49,37,High school,High school graduate (high school diploma or the equivalent GED),Hispanic,Female,1,A one-family house detached from any other house,"$100,000 to $149,999",Never married,Metro,South,West South Central,Rented for cash,Texas,Not working,1,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840222,.7769,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),30-49,41,Bachelors degree or higher,Master’s degree or above,"Other, Non-Hispanic",Female,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,New Jersey,Working full-time,2,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
